num_step,num_tokens,path
392000,1734082560000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step392000
391000,1729658880000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step391000
390000,1725235200000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step390000
389000,1720811520000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step389000
388000,1716387840000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step388000
387000,1711964160000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step387000
386000,1707540480000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step386000
385000,1703116800000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step385000
384000,1698693120000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step384000
383000,1694269440000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step383000
382000,1689845760000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step382000
381000,1685422080000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step381000
380000,1680998400000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step380000
379000,1676574720000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step379000
378000,1672151040000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step378000
377000,1667727360000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step377000
376000,1663303680000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step376000
375000,1658880000000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step375000
374000,1654456320000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step374000
373000,1650032640000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step373000
372000,1645608960000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step372000
371000,1641185280000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step371000
370000,1636761600000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step370000
369000,1632337920000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step369000
368000,1627914240000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step368000
367000,1623490560000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step367000
366000,1619066880000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step366000
365000,1614643200000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step365000
364000,1610219520000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step364000
363000,1605795840000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step363000
362000,1601372160000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step362000
361000,1596948480000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step361000
360000,1592524800000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step360000
359000,1588101120000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step359000
358000,1583677440000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step358000
357000,1579253760000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step357000
356000,1574830080000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step356000
355000,1570406400000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step355000
354000,1565982720000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step354000
353000,1561559040000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step353000
352000,1557135360000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step352000
351000,1552711680000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step351000
350000,1548288000000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step350000
349000,1543864320000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step349000
348000,1539440640000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step348000
347000,1535016960000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step347000
346000,1530593280000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step346000
345000,1526169600000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step345000
344000,1521745920000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step344000
343000,1517322240000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step343000
342000,1512898560000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step342000
341000,1508474880000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step341000
340000,1504051200000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step340000
339000,1499627520000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step339000
338000,1495203840000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step338000
337000,1490780160000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step337000
336000,1486356480000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step336000
335000,1481932800000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step335000
334000,1477509120000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step334000
333000,1473085440000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step333000
332000,1468661760000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step332000
331000,1464238080000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step331000
330000,1459814400000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step330000
329000,1455390720000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step329000
328000,1450967040000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step328000
327000,1446543360000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step327000
326000,1442119680000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step326000
325000,1437696000000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step325000
324000,1433272320000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step324000
323000,1428848640000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step323000
322000,1424424960000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step322000
321000,1420001280000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step321000
320000,1415577600000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step320000
319000,1411153920000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step319000
318000,1406730240000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step318000
317000,1402306560000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step317000
316000,1397882880000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step316000
315000,1393459200000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step315000
314000,1389035520000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step314000
313000,1384611840000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step313000
312000,1380188160000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step312000
311000,1375764480000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step311000
310000,1371340800000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step310000
309000,1366917120000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step309000
308000,1362493440000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step308000
307000,1358069760000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step307000
306000,1353646080000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step306000
305000,1349222400000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step305000
304000,1344798720000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step304000
303000,1340375040000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step303000
302000,1335951360000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step302000
301000,1331527680000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step301000
300000,1327104000000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step300000
299000,1322680320000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step299000
298000,1318256640000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step298000
297000,1313832960000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step297000
296000,1309409280000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step296000
295000,1304985600000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step295000
294000,1300561920000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step294000
293000,1296138240000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step293000
292000,1291714560000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step292000
291000,1287290880000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step291000
290000,1282867200000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step290000
289000,1278443520000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step289000
288000,1274019840000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step288000
287000,1269596160000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step287000
286000,1265172480000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step286000
285000,1260748800000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step285000
284000,1256325120000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step284000
283000,1251901440000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step283000
282000,1247477760000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step282000
281000,1243054080000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step281000
280000,1238630400000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step280000
279000,1234206720000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step279000
278000,1229783040000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step278000
277000,1225359360000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step277000
276000,1220935680000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step276000
275000,1216512000000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step275000
274000,1212088320000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step274000
273000,1207664640000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step273000
272000,1203240960000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step272000
271000,1198817280000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step271000
270000,1194393600000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step270000
269000,1189969920000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step269000
268000,1185546240000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step268000
267000,1181122560000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step267000
266000,1176698880000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step266000
265000,1172275200000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step265000
264000,1167851520000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step264000
263000,1163427840000,s3://ai2-llm/checkpoints/7b/v1_5-mix-mitch-ish/step263000
